transaction_id,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,periodo,temporada
137693,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
137694,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Primavera
137695,1,3,Astoria,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,Tarde,Primavera
137696,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
137697,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
137698,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
137699,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
137700,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
137701,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
137702,3,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
137703,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
137704,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
137705,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
137706,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
137707,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
137708,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
137709,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
137710,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
137711,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
137712,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
137713,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Tarde,Primavera
137714,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Tarde,Primavera
137715,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Tarde,Primavera
137716,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tarde,Primavera
137717,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Primavera
137718,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Tarde,Primavera
137719,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
137720,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
137721,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,Tarde,Primavera
137722,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tarde,Primavera
137723,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
137724,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
137725,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
137726,3,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
137727,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
137728,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Tarde,Primavera
137729,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137730,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
137731,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
137732,1,8,Hell's Kitchen,8,45.0,Coffee beans,Premium Beans,Civet Cat,Tarde,Primavera
137733,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137734,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tarde,Primavera
137735,1,8,Hell's Kitchen,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Tarde,Primavera
137736,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
137737,3,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
137738,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
137739,3,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
137740,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
137741,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
137742,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
137743,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
137744,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Tarde,Primavera
137745,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
137746,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Primavera
137747,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
137748,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Tarde,Primavera
137749,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
137750,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
137751,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
137752,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
137753,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
137754,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
137755,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
137756,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
137757,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137758,3,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
137759,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
137760,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
137761,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,Tarde,Primavera
137762,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
137763,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
137764,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
137765,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,Tarde,Primavera
137766,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
137767,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
137768,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
137769,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
137770,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
137771,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Tarde,Primavera
137772,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
137773,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Tarde,Primavera
137774,3,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
137775,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Tarde,Primavera
137776,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
137777,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
137778,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
137779,3,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
137780,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
137781,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
137782,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Tarde,Primavera
137783,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
137784,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Tarde,Primavera
137785,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
137786,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
137787,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
137788,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Tarde,Primavera
137789,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
137790,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Tarde,Primavera
137791,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
137792,3,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
137793,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
137794,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Tarde,Primavera
137795,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
137796,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
137797,1,3,Astoria,8,45.0,Coffee beans,Premium Beans,Civet Cat,Tarde,Primavera
137798,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137799,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
137800,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
137801,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
137802,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
137803,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
137804,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Tarde,Primavera
137805,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
137806,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
137807,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
137808,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
137809,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137810,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
137811,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
137812,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,Tarde,Primavera
137813,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
137814,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Tarde,Primavera
137815,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
137816,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Primavera
137817,3,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
137818,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
137819,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
137820,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Tarde,Primavera
137821,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
137822,3,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
137823,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
137824,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,Tarde,Primavera
137825,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
137826,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Tarde,Primavera
137827,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
137828,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
137829,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
137830,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
137831,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
137832,3,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
137833,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Tarde,Primavera
137834,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Tarde,Primavera
137835,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
137836,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
137837,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Primavera
137838,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
137839,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
137840,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Tarde,Primavera
137841,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
137842,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
137843,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
137844,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
137845,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
137846,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
137847,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
137848,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
137849,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
137850,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
137851,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Noche,Primavera
137852,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Noche,Primavera
137853,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Noche,Primavera
137854,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Primavera
137855,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,Noche,Primavera
137856,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,Noche,Primavera
137857,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Noche,Primavera
137858,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Noche,Primavera
137859,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Noche,Primavera
137860,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Noche,Primavera
137861,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Noche,Primavera
137862,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Primavera
137863,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Noche,Primavera
137864,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Noche,Primavera
137865,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Noche,Primavera
137866,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Primavera
137867,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Noche,Primavera
137868,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Noche,Primavera
137869,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Noche,Primavera
137870,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,Noche,Primavera
137871,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Primavera
137872,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Noche,Primavera
137873,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Noche,Primavera
137874,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Noche,Primavera
137875,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Noche,Primavera
137876,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Primavera
137877,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Noche,Primavera
137878,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Noche,Primavera
137879,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Noche,Primavera
137880,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Noche,Primavera
137881,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Noche,Primavera
137882,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Noche,Primavera
137883,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Noche,Primavera
137884,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Noche,Primavera
137885,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Noche,Primavera
137886,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Noche,Primavera
137887,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Noche,Primavera
137888,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Noche,Primavera
137889,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Noche,Primavera
137890,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Noche,Primavera
137891,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Noche,Primavera
137892,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Primavera
137893,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Noche,Primavera
137894,1,3,Astoria,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Noche,Primavera
137895,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Noche,Primavera
137896,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Noche,Primavera
137897,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Noche,Primavera
137898,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Primavera
137899,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Noche,Primavera
137900,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Noche,Primavera
137901,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Primavera
137902,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Noche,Primavera
137903,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Noche,Primavera
137904,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Noche,Primavera
137905,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Primavera
137906,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Noche,Primavera
137907,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Primavera
137908,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Noche,Primavera
137909,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Noche,Primavera
137910,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Noche,Primavera
137911,1,3,Astoria,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Noche,Primavera
137912,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Noche,Primavera
137913,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Primavera
137914,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Noche,Primavera
137915,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Noche,Primavera
137916,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Noche,Primavera
137917,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Noche,Primavera
137918,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Noche,Primavera
137919,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Noche,Primavera
137920,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Noche,Primavera
137921,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Noche,Primavera
137922,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Noche,Primavera
137923,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Noche,Primavera
137924,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Noche,Primavera
137925,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Primavera
137926,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Primavera
137927,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Noche,Primavera
137928,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Noche,Primavera
137929,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Noche,Primavera
137930,1,3,Astoria,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,Noche,Primavera
137931,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Primavera
137932,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Noche,Primavera
137933,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,Noche,Primavera
137934,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Noche,Primavera
137935,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Noche,Primavera
137936,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Noche,Primavera
137937,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Noche,Primavera
137938,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Noche,Primavera
137939,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,Noche,Primavera
137940,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Noche,Primavera
137941,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Primavera
137942,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Noche,Primavera
137943,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Noche,Primavera
137944,1,8,Hell's Kitchen,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,Noche,Primavera
